title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Ins - Estavayer-le-Lac'],['easy'],['Long distance cycling'],30.86km,02:07h,130hm,430 - 506m,rating-1,rating-1,185713
['Beyond Abendberg'],['easy'],['E-Bike'],28.1km,02:22h,"1,122hm","553 - 1,643m",rating-1,rating-2,496422
['Mountainbike Rundtour Altbüron'],['difficult'],['Mountainbike'],32.04km,03:26h,665hm,440 - 768m,rating-5,rating-5,619585
['Hangendgletcherhorn via Chammligrat'],['medium'],['High tour'],10.01km,04:56h,"1,098hm","2,189 - 3,265m",rating-1,rating-4,689628
['Tellenburg - Rundweg'],['easy'],['Hiking'],4.77km,01:15h,87hm,770 - 832m,rating-,rating-1,795210
['Schallenberg Rundtour'],['easy'],['Hiking'],3.34km,00:54h,144hm,"1,141 - 1,307m",rating-1,rating-1,511921
['Abstieg Trifthutte'],['medium'],['Hiking'],7.58km,02:47h,52hm,"1,356 - 2,504m",rating-3,rating-3,692222
['WEN-DW - Axalp - Schnitzlerweg - Hinterburgseeli'],['easy'],['Thematic route'],6.27km,02:15h,348hm,"1,507 - 1,723m",rating-,rating-2,594408
['Oberbalm-Bütschelegg-Riggisberg'],['easy'],['Hiking'],16.7km,03:50h,501hm,"762 - 1,055m",rating-2,rating-3,584084
['Lauterbrunnen - Schilthorn'],['medium'],['Hiking'],15.2km,06:00h,"2,190hm","855 - 2,970m",rating-3,rating-5,895528
['Erholungsgebiet Oeschiwald'],['easy'],['Hiking'],2.89km,01:00h,86hm,"1,180 - 1,267m",rating-2,rating-2,744925
['Grindelwald-Berghütte Bäreck'],['medium'],['Hiking'],13.33km,03:40h,909hm,"998 - 1,775m",rating-3,rating-4,488618
['Trailrunning Eggli (Gstaad)'],['easy'],['Trailrunning'],7.29km,01:45h,533hm,"1,026 - 1,557m",rating-2,rating-2,274936
['Schönrieder Trainingsrunde'],[],['Mountainbike'],14.76km,02:46h,715hm,"1,222 - 1,584m",rating-,rating-0,592483
['Schönried Ermitage Wittere Runde'],['easy'],['Hiking'],4.03km,01:10h,119hm,"1,229 - 1,336m",rating-1,rating-1,707155
['Magglingen-Twann'],['medium'],['Hiking'],11.21km,03:12h,113hm,434 - 979m,rating-3,rating-2,705560
['Mettlen-Napf-Schindelegg'],['medium'],['Mountainbike'],8.21km,01:00h,410hm,"1,040 - 1,400m",rating-4,rating-3,561474
['Mountainbike Rundtour Hermiswil'],['difficult'],['Mountainbike'],27.31km,03:27h,665hm,489 - 795m,rating-5,rating-5,619583
['Kleine Scheidegg - Eigergletscher - Alpiglen (37 Jungfrau Eiger Walk + 36 Eiger Trail)'],['medium'],['Hiking'],9.93km,03:35h,340hm,"1,610 - 2,294m",rating-3,rating-3,783969
['Schönried - Feutersoey - Blattipass - Arnensee - Schönried'],[],['Mountainbike'],42.62km,05:12h,"1,136hm","1,016 - 1,912m",rating-,rating-0,595655
['Hangendgletcherhorn via Chammligrat'],['medium'],['High tour'],10.01km,04:56h,"1,098hm","2,189 - 3,265m",rating-1,rating-4,689628
['Niederönz - Oschwand - Gütsch - Niederönz'],['easy'],['E-MTB'],25.39km,01:37h,492hm,460 - 736m,rating-3,rating-3,573207
['Mont Soleil Tour'],['medium'],['Cycling'],38.56km,04:00h,538hm,"954 - 1,276m",rating-2,rating-4,69543
['Murmeltierweg First - Grosse Scheidegg'],['easy'],['Hiking'],7.16km,02:10h,238hm,"1,968 - 2,247m",rating-2,rating-2,472347
['Walk from Manor Farm campsite (Unterseen) to Interlaken'],['easy'],['Hiking'],4.26km,00:51h,60hm,556 - 614m,rating-1,rating-1,471070
['Chemin des traces de dinosaures - La Heutte'],['easy'],['Thematic route'],3.6km,01:10h,170hm,604 - 749m,rating-2,rating-2,50936
"['Lauterbrunnen, Mürren, Zwitserland']",['medium'],['Hiking'],15.02km,03:29h,"1,184hm","791 - 1,900m",rating-3,rating-4,808143
['Rundwanderweg Sillerenbühl'],['easy'],['Hiking'],1.81km,00:33h,77hm,"1,900 - 1,975m",rating-,rating-1,795315
['GFW 36 - Schallenberg'],[],['Hiking'],14.5km,04:45h,750hm,"822 - 1,403m",rating-,rating-0,850701
['Rundwanderung im Fermeltal'],['medium'],['Hiking'],12.25km,04:23h,736hm,"1,326 - 2,024m",rating-4,rating-0,418731
['Chalberhöni - Gour de Comborsin - Wildebode - Chalberhöni'],[],['Hiking'],7km,02:39h,488hm,"1,398 - 1,874m",rating-,rating-0,595657
['Schönried - Gfell - Berschel - Haldis Bärgli - Schönried'],['easy'],['Hiking'],9.96km,03:18h,491hm,"1,154 - 1,563m",rating-2,rating-2,455696
['Chemin des traces de dinosaures - La Heutte'],['easy'],['Thematic route'],3.6km,01:10h,170hm,604 - 749m,rating-2,rating-2,50936
['Unter dem Birg - Engstligenalp'],['medium'],['Hiking'],3.18km,01:50h,600hm,"1,398 - 1,974m",rating-3,rating-4,870879
['Auf dem Gantrisch-Rundweg'],['easy'],['Hiking'],9.15km,03:00h,582hm,"1,528 - 2,051m",rating-3,rating-3,416492
['Schwarzkopf - Krauchtal - Bantigen'],['medium'],['Mountainbike'],20.16km,01:39h,572hm,578 - 857m,rating-3,rating-3,488514
['GFW 20 - Emmentaler Höger'],[],['Hiking'],16.56km,05:15h,550hm,"728 - 1,414m",rating-,rating-0,848009
['Diemtigtaler Hauswege - Vorderes Tal'],['easy'],['Thematic route'],9.02km,02:50h,450hm,669 - 964m,rating-1,rating-2,54505
['Rundweg Ralligholz'],['medium'],['Hiking'],4.16km,01:13h,91hm,559 - 650m,rating-2,rating-3,456687
['Schleifenroute CH / Erlach - Biel / Wanderung 5'],[],['Hiking'],18.44km,04:45h,63hm,427 - 494m,rating-,rating-0,66079
['Rundwanderung ab Aeschiried'],['medium'],['Hiking'],14.64km,04:30h,792hm,"988 - 1,646m",rating-3,rating-4,917442
['Grindelwald - Eiger Trail - view at the Glacier - Kleine Scheidegg'],['difficult'],['Hiking'],14.56km,03:56h,"1,534hm","953 - 2,303m",rating-4,rating-5,421252
['Chienechrache'],['medium'],['Hiking'],24.68km,01:55h,442hm,592 - 913m,rating-1,rating-1,857036
['Rundwanderweg Sillerenbühl'],['easy'],['Hiking'],1.81km,00:33h,77hm,"1,900 - 1,975m",rating-,rating-1,795315
"['Lourdes Grotte Ramiswil, Solothurn']",['medium'],['Hiking'],9km,02:12h,381hm,559 - 804m,rating-4,rating-5,200919
['Engstligenalp Rundwanderweg'],['easy'],['Hiking'],4.43km,01:05h,26hm,"1,937 - 1,963m",rating-1,rating-1,875915
['Rund ums Schwarzwasser'],['medium'],['Mountainbike'],48.12km,03:02h,"1,039hm","587 - 1,055m",rating-3,rating-4,781272
['GFW 36 - Schallenberg'],[],['Hiking'],14.5km,04:45h,750hm,"822 - 1,403m",rating-,rating-0,850701
['GFW 46 - Eine Sichle und viel Käse'],[],['Hiking'],15.04km,05:00h,640hm,"565 - 1,679m",rating-,rating-0,850689
['Eulenweg Heiligenschwendi'],['easy'],['Thematic route'],2.08km,01:00h,116hm,"1,102 - 1,217m",rating-2,rating-2,86219
['Tourenplanung am 19. August 2019'],[],['Hiking'],5.24km,01:34h,188hm,"954 - 1,131m",rating-,rating-0,463056
['Chienechrache'],['medium'],['Hiking'],24.68km,01:55h,442hm,592 - 913m,rating-1,rating-1,857036
['Lehrpfad zum Chasseralgrat'],['easy'],['Thematic route'],1.39km,02:00h,4hm,"1,549 - 1,607m",rating-1,rating-2,69501
['Runde mit Fernsicht ohne Massentourismus'],['medium'],['Mountainbike'],19.43km,02:16h,940hm,"776 - 1,718m",rating-2,rating-4,780461
"['Lauterbrunnen, Mürren, Zwitserland']",['medium'],['Hiking'],15.02km,03:29h,"1,184hm","791 - 1,900m",rating-3,rating-4,808143
['Schönried - Gfell - Berschel - Haldis Bärgli - Schönried'],['easy'],['Hiking'],9.96km,03:18h,491hm,"1,154 - 1,563m",rating-2,rating-2,455696
"['Mürren-Grütschalp, Panorama + Mountain View trail, Zwitserland']",['medium'],['Hiking'],7.11km,02:25h,298hm,"1,485 - 1,895m",rating-1,rating-2,757809
['Chalberhöni - Gour de Comborsin - Wildebode - Chalberhöni'],[],['Hiking'],7km,02:39h,488hm,"1,398 - 1,874m",rating-,rating-0,595657
['Hirsrüti-Rundwanderung Rohrbach'],['easy'],['Hiking'],6.54km,01:54h,149hm,578 - 727m,rating-1,rating-1,573727
['Tourenplanung am 19. August 2019'],[],['Hiking'],5.24km,01:34h,188hm,"954 - 1,131m",rating-,rating-0,463056
['Schönried - Wildeneggli - Bire - Plani - Schönried'],[],['Hiking'],16.41km,05:15h,682hm,"1,229 - 1,831m",rating-,rating-0,628671
['Les Savagnières'],['medium'],['Hiking'],22.55km,05:03h,561hm,"902 - 1,462m",rating-3,rating-3,840780
"['Gr.First-Hagelsee-Faulhorn-Bussalp, Zwitserland']",['medium'],['Hiking'],12.6km,03:31h,607hm,"1,796 - 2,677m",rating-4,rating-4,734920
"['190822 Brienzer Rothorn  1,2  km  + 125 m  -120 m']",['easy'],['Hiking'],2.5km,-,158hm,"2,245 - 2,325m",rating-1,rating-1,887916
['Aare Thun-Bern'],['medium'],['Kayak / Canoe'],27.62km,02:09h,-,492 - 551m,rating-3,rating-2,872794
['Arnesee Rundweg (Waldlehrpfad)'],['easy'],['Thematic route'],3.4km,01:00h,30hm,"1,541 - 1,570m",rating-1,rating-1,53377
['GFW 20 - Emmentaler Höger'],[],['Hiking'],16.56km,05:15h,550hm,"728 - 1,414m",rating-,rating-0,848009
['Bänklirundgang 2 - Sumiswald'],['easy'],['Thematic route'],7.59km,02:00h,200hm,660 - 848m,rating-2,rating-2,275645
['Anspruchsvolle Gipfeltour'],['difficult'],['Hiking'],18.61km,05:30h,"2,032hm","1,417 - 2,835m",rating-6,rating-6,799947
['Five star walk'],['medium'],['Hiking'],15.77km,08:00h,-,"670 - 1,228m",rating-2,rating-4,62404
['Rundweg Hüslimad'],['medium'],['Hiking'],3.18km,01:09h,189hm,565 - 753m,rating-2,rating-3,456685
['Rundweg Hüslimad'],['medium'],['Hiking'],3.18km,01:09h,189hm,565 - 753m,rating-2,rating-3,456685
['GFW 41 - Kraftort Grimmiwasser'],[],['Hiking'],8.33km,02:45h,230hm,"1,222 - 1,844m",rating-,rating-0,850696
"['Gr.First-Hagelsee-Faulhorn-Bussalp, Zwitserland']",['medium'],['Hiking'],12.6km,03:31h,607hm,"1,796 - 2,677m",rating-4,rating-4,734920
['Anspruchsvolle Gipfeltour'],['difficult'],['Hiking'],18.61km,05:30h,"2,032hm","1,417 - 2,835m",rating-6,rating-6,799947
['Unter dem Birg - Engstligenalp'],['medium'],['Hiking'],3.18km,01:50h,600hm,"1,398 - 1,974m",rating-3,rating-4,870879
"['Lauterbrunnen, Mürren, Zwitserland']",['medium'],['Hiking'],15.02km,03:29h,"1,184hm","791 - 1,900m",rating-3,rating-4,808143
"['Sutz-Lattrigen - Biel - Twannberg, Schweiz']",['easy'],['E-MTB'],41.77km,03:13h,748hm,429 - 979m,rating-4,rating-3,707639
"['Lourdes Grotte Ramiswil, Solothurn']",['medium'],['Hiking'],9km,02:12h,381hm,559 - 804m,rating-4,rating-5,200919
['Arnesee Rundweg (Waldlehrpfad)'],['easy'],['Thematic route'],3.4km,01:00h,30hm,"1,541 - 1,570m",rating-1,rating-1,53377
['dw Schynige Platte'],['medium'],['Hiking'],5.95km,02:07h,305hm,"1,910 - 2,076m",rating-3,rating-1,190774
['Rundwanderweg Sillerenbühl'],['easy'],['Hiking'],1.81km,00:33h,77hm,"1,900 - 1,975m",rating-,rating-1,795315
['Biketour Jura/Mittelland by Private Selection Hotels & Tours'],['easy'],['Cycling'],119.27km,08:25h,459hm,426 - 832m,rating-2,rating-2,761110
['Rundweg Fuchseren'],['medium'],['Hiking'],2.95km,01:06h,194hm,559 - 753m,rating-2,rating-3,456688
['GFW 51 - Am Bantiger'],[],['Hiking'],14.67km,04:50h,650hm,546 - 868m,rating-,rating-0,850645
['GFW 34 - Ums Bäderhore'],[],['Hiking'],11.2km,03:45h,420hm,"1,504 - 1,747m",rating-,rating-0,850644
['Schleifenroute CH / Erlach - Biel / Wanderung 5'],[],['Hiking'],18.44km,04:45h,63hm,427 - 494m,rating-,rating-0,66079
['Naturerlebnispfad Grasburg - Schwarzenburg'],['easy'],['Thematic route'],2.72km,01:30h,75hm,715 - 787m,rating-1,rating-1,108499
['Rundwanderung ab Aeschiried'],['medium'],['Hiking'],14.64km,04:30h,792hm,"988 - 1,646m",rating-3,rating-4,917442
['Schlusswanderung Berner Wanderwege'],[],['Hiking'],7.46km,02:00h,26hm,471 - 497m,rating-,rating-0,378736
