ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness
14409,Chapels along the Lötschental Panoramic Trail,1 - easy,Pilgrimage,16.55,04:08,841,1770, 2125,1,2
200490,Der Safranlehrpfad in Mund,1 - easy,Thematic route,3.52,01:18,186,1003, 1186,2,2
1022708,Champéry - La Cour,1 - easy,Winter hiking,6.04,01:45,200,870, 1056,2,2
175729,Secret Roads,0 - no rating,Cycling,30.18,02:10,976,563, 1503,0,0
50380,Mark Twain Weg,2 - medium,Hiking,3.38,00:50,0,2208, 2582,3,3
61913,Dom Ascent,3 - difficult,High tour,11.08,09:30,1574,2938, 4545,0,6
494826,Alpe Äpnet Waldrand Weg,2 - medium,Winter hiking,4.15,01:13,148,1614, 1762,2,3
358837,4 Seen Tour Lötschental,2 - medium,Hiking,11.56,04:30,433,1526, 2015,0,3
2917,Bella-Tola,2 - medium,High tour,6.5,03:00,1194,1737, 2965,3,3
178569,"""Tour de léboulement des Diablerets""",1 - easy,Hiking,6.61,02:15,340,1338, 1518,2,2
80803,Champex Bike,1 - easy,Mountainbike,10.27,01:00,297,1341, 1586,2,2
14684,Lötschental Legend Trail,2 - medium,Thematic route,8.96,02:45,360,1770, 2100,2,3
120668,Themenweg Kastanienselve Salzgäb in Mörel-Filet,1 - easy,Thematic route,1.76,01:15,103,778, 881,1,2
189787,Weinweg: Venthône – Leuk (Etappe 4),2 - medium,Hiking,12.8,04:00,306,622, 832,2,3
18150,Hockenhorn - Lötschenpass - Gasterental,2 - medium,Ski tour,16.15,04:30,700,1195, 3205,4,4
343638,Bisse de Ricard - Chalais,2 - medium,Hiking,5.87,01:45,161,513, 673,2,3
183267,Gondo: Schmugglerpfad nach Bugliaga,2 - medium,Hiking,6.88,03:00,702,955, 1605,0,4
167067,Rund um den Stausee Mauvoisin,3 - difficult,Hiking,22.21,08:00,924,1841, 2629,5,5
112362,Val d’Illiez - Täler & Musts,2 - medium,Cycling,15.6,01:50,660,426, 1047,3,3
209107,Rhein-Reuss-Rhôneweg: Gletsch - Münster,1 - easy,Pilgrimage,15.31,04:14,134,1339, 1775,0,2
996860,21. Morgins - Chanso,2 - medium,Snowshoe,12.09,05:00,792,1311, 1869,2,4
