title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
"[""06. Frâchette - Croix de l'Aiguille""]",[],['Snowshoe'],6.56km,03:00h,305hm,"1,511 - 1,820m",rating-,rating-0,946948
['Rundtour von Zermatt über Höhbalmen'],['difficult'],['Hiking'],20.36km,07:30h,"1,191hm","1,605 - 2,746m",rating-3,rating-6,147759
['5-Seenweg'],['medium'],['Thematic route'],9.76km,02:30h,165hm,"2,130 - 2,584m",rating-3,rating-3,50229
['Bodma Winterwanderweg'],['medium'],['Winter hiking'],4.24km,01:30h,264hm,"1,358 - 1,622m",rating-1,rating-3,823005
['Alternative Day La Sage to Cabane de Moiry'],[],['Hiking'],11.17km,05:17h,"1,683hm","1,661 - 2,868m",rating-,rating-0,389062
['Grosser Sankt Bernhard – Mythische Alpenpässe'],['difficult'],['Cycling'],42.14km,03:30h,"2,072hm","502 - 2,468m",rating-3,rating-5,91224
['Stalenkapelle Trail'],['easy'],['Snowshoe'],5.08km,01:55h,200hm,"1,305 - 1,492m",rating-2,rating-2,164043
['Breithorn ascent'],['medium'],['High tour'],5.41km,03:30h,415hm,"3,788 - 4,164m",rating-,rating-4,65671
['Weinweg: Sion – Venthône (Etappe 3)'],['medium'],['Hiking'],18.72km,05:38h,492hm,505 - 815m,rating-2,rating-3,203285
['Hockenhorn Hike (from Lauchernalp)'],['difficult'],['High tour'],8.72km,06:00h,"1,305hm","1,975 - 3,215m",rating-,rating-5,14860
['Bisse du Tsittoret'],['medium'],['Hiking'],10.01km,03:30h,381hm,"1,502 - 1,883m",rating-2,rating-4,64249
['Fafleralp Biketour'],['medium'],['Mountainbike'],27.32km,14:38h,595hm,"1,192 - 1,773m",rating-,rating-4,698711
['Emosson - Staudamm Trophy'],['difficult'],['Cycling'],31.96km,03:00h,"1,932hm","502 - 1,966m",rating-4,rating-6,85929
['Ravensburger Spieleweg: Prinzen-Route'],['easy'],['Thematic route'],7.75km,02:35h,316hm,"1,458 - 1,762m",rating-2,rating-2,82153
['Wisshornweg'],['difficult'],['Hiking'],14.17km,06:40h,"1,326hm","1,620 - 2,936m",rating-5,rating-5,50688
['Von der Bettmeralp nach Fiesch'],['medium'],['Mountainbike'],17.27km,01:30h,178hm,"1,049 - 1,949m",rating-3,rating-2,120698
"['Le Trubelstock 2997,8 m.']",['difficult'],['Hiking'],7.95km,03:45h,"1,397hm","1,598 - 2,995m",rating-5,rating-5,239012
['Leukerbad-Flüealp'],['easy'],['Mountainbike'],7.85km,02:00h,756hm,"1,381 - 2,048m",rating-1,rating-2,81417
['Wanderung vom Eggishorn über die Elselicka auf die Fiescheralp'],['medium'],['Hiking'],4.65km,01:40h,4hm,"2,208 - 2,868m",rating-3,rating-2,405191
['Kulturweg Landmauer Gamsen'],['easy'],['Hiking'],10.28km,02:49h,136hm,662 - 765m,rating-1,rating-2,132701
['Mattmark - Staudamm Trophy'],['difficult'],['Cycling'],34.26km,04:00h,"1,556hm","646 - 2,202m",rating-3,rating-5,85936
"['Matterhorn Ultraks Trail ""30K""']",['medium'],['Trailrunning'],32.11km,03:05h,"2,000hm","1,620 - 2,583m",rating-3,rating-4,50694
['Kapellenweg'],['easy'],['Thematic route'],1.66km,00:45h,214hm,"1,575 - 1,800m",rating-1,rating-2,130872
['5-Seenweg'],['medium'],['Thematic route'],9.76km,02:30h,165hm,"2,130 - 2,584m",rating-3,rating-3,50229
['Rundwanderung Täsch'],['easy'],['Hiking'],4.62km,01:10h,28hm,"1,424 - 1,451m",rating-2,rating-2,50189
['Par les Alpages du Dedans'],['difficult'],['Hiking'],11.18km,04:07h,908hm,"1,777 - 2,539m",rating-5,rating-5,239024
['Tour Matterhorn'],['difficult'],['long-distance walking trail'],147.31km,60:00h,"10,353hm","1,403 - 3,316m",rating-,rating-6,51022
"['Wanderung von der Riederalp über Oberried, Ried-Mörel nach Mörel-Filet']",['medium'],['Hiking'],7.79km,04:00h,3hm,"760 - 1,928m",rating-2,rating-3,405170
['Lauchernalp - Blatten'],['easy'],['Hiking'],5.56km,01:30h,89hm,"1,530 - 1,970m",rating-1,rating-2,14259
['Schneeschuhtrail Holzji-Trail'],['difficult'],['Snowshoe'],4.73km,02:44h,802hm,"1,330 - 2,131m",rating-5,rating-4,170849
['Trail der Patrouilleure 15k'],['medium'],['Trailrunning'],17.15km,03:50h,"1,198hm","1,499 - 2,539m",rating-4,rating-3,610038
['Wanderung von Fiesch via Martisberg und Goppisberg nach Mörel-Filet'],['medium'],['Hiking'],15.63km,05:00h,555hm,"760 - 1,391m",rating-2,rating-4,120670
['Kulturweg in Geschinen'],['easy'],['Thematic route'],0.64km,01:00h,7hm,"1,350 - 1,367m",rating-1,rating-2,85344
['Bellwald: Fleschen-Rundweg'],['medium'],['Snowshoe'],5.74km,02:30h,424hm,"1,630 - 2,062m",rating-,rating-3,185338
['Veros Schatzsuche: Belalp-Holzji-Blatten bei Naters'],['medium'],['Thematic route'],5.92km,01:55h,43hm,"1,333 - 2,137m",rating-3,rating-3,258053
"[""Tour du Val d'Anniviers: Vallon de Réchy - Bergsee Le Louché (Etappe 5)""]",['medium'],['Hiking'],15.1km,05:00h,710hm,"2,176 - 2,577m",rating-3,rating-3,167081
['Bij de Grand Combin'],['difficult'],['Hiking'],102.31km,47:57h,"7,279hm","1,490 - 3,534m",rating-5,rating-5,100362
"['Walk to Hotel Weisshorn, from St. Luc']",[],['Hiking'],9.36km,03:01h,393hm,"2,141 - 2,346m",rating-,rating-0,210496
['Bike-Tour Hohtälli (Nr. 27)'],['easy'],['Mountainbike'],12.73km,01:40h,350hm,"1,867 - 3,286m",rating-2,rating-2,190776
['Rundweg am Bergsturz der Diablerets'],['easy'],['Hiking'],6.89km,02:22h,265hm,"1,338 - 1,547m",rating-2,rating-2,167099
"['Wanderung von der Riederalp über Oberried, Ried-Mörel nach Mörel-Filet']",['medium'],['Hiking'],7.79km,04:00h,3hm,"760 - 1,928m",rating-2,rating-3,405170
['Gspon-Trail'],['easy'],['Snowshoe'],3.44km,01:21h,186hm,"1,812 - 1,988m",rating-2,rating-2,490544
['Lehrpfad Charlotte la Marmotte'],['easy'],['Hiking'],7.74km,02:30h,3hm,"901 - 1,471m",rating-1,rating-1,519122
['Moiry - Staudamm Trophy'],['difficult'],['Cycling'],32.7km,03:30h,"2,042hm","531 - 2,250m",rating-5,rating-6,86826
['Über den Waldpfad zum Saumweg'],['difficult'],['Hiking'],16.91km,06:00h,"1,182hm","1,331 - 2,206m",rating-3,rating-6,51719
['Croix de Culet - La Pisa - Champéry'],['medium'],['Hiking'],10.14km,03:08h,111hm,"1,033 - 1,933m",rating-1,rating-3,937233
['SunTour'],['medium'],['Cycling'],23.44km,03:00h,"1,025hm","1,400 - 2,100m",rating-3,rating-3,16368
['Trient to Tré-le-Champ (Argentière) via Le Tour'],['medium'],['Hiking'],12.02km,04:42h,"1,000hm","1,291 - 2,205m",rating-1,rating-4,123744
['Saas-Fee - Täler & Musts'],['medium'],['Cycling'],26.5km,02:44h,"1,200hm","648 - 1,806m",rating-3,rating-4,112360
['Schlittelweg Fiescheralp - Laxerwald - Lax - geschlossen'],['medium'],['Sledge'],10.97km,00:36h,4hm,"1,047 - 2,210m",rating-3,rating-1,503082
['Europaweg'],['difficult'],['long-distance walking trail'],37.72km,16:00h,"2,363hm","1,227 - 2,605m",rating-5,rating-6,92757
['Mauvoisin - Staudamm Trophy'],['difficult'],['Cycling'],18.27km,01:45h,"1,020hm","822 - 1,841m",rating-5,rating-5,85937
['360° Loop am Gornergrat'],['easy'],['Hiking'],1.06km,00:20h,41hm,"3,089 - 3,130m",rating-1,rating-1,1053397
['Wolfstritt'],[],['Hiking'],6.9km,04:30h,4hm,"1,411 - 2,307m",rating-3,rating-3,5113
['Schneeschuhtrail Holzji-Trail'],['difficult'],['Snowshoe'],4.73km,02:44h,802hm,"1,330 - 2,131m",rating-5,rating-4,170849
['Almageller Höhenweg'],['medium'],['Hiking'],10.35km,03:30h,204hm,"1,671 - 2,522m",rating-2,rating-3,130938
"[""Cry d'Er - Crans""]",['medium'],['Winter hiking'],7.22km,02:10h,14hm,"1,475 - 2,267m",rating-3,rating-3,163519
['Von der Riederalp nach Fiesch'],['medium'],['Mountainbike'],18.64km,01:30h,252hm,"1,049 - 1,905m",rating-3,rating-2,120678
['Tour des Combins'],['difficult'],['Hiking'],96.5km,30:00h,"6,034hm","1,572 - 2,863m",rating-5,rating-5,519111
['Alpine Wanderung UNESCO-Höhenweg vom Bettmerhorn zum Eggishorn'],['medium'],['Hiking'],3.02km,03:00h,372hm,"2,648 - 2,870m",rating-4,rating-3,120742
['Pont Bouthanais - Susten'],['easy'],['Hiking'],6.95km,02:02h,247hm,620 - 851m,rating-,rating-2,541501
['Weg der Stille vom Gornergrat bis zur Riffelalp'],['medium'],['Hiking'],7.86km,03:15h,1hm,"2,203 - 3,090m",rating-4,rating-4,1053395
"['Rote Piste ""MYET"" / Rando-Parc Morgins']",['medium'],['Ski tour'],6.12km,02:30h,711hm,"1,313 - 2,026m",rating-4,rating-4,996867
['De Chalais aux chalets ... en passant par LE VALLON'],['medium'],['Thematic route'],4.27km,01:33h,229hm,"2,097 - 2,326m",rating-,rating-4,577845
['Ferdenrothorn'],['difficult'],['Ski tour'],15.17km,06:30h,"1,770hm","1,380 - 3,130m",rating-5,rating-5,16052
['Chemin des villages d’Evolène'],['easy'],['Hiking'],11.09km,03:45h,545hm,"1,342 - 1,730m",rating-2,rating-2,190936
['Rothwald Trail'],['medium'],['Snowshoe'],6.26km,02:59h,470hm,"1,721 - 2,223m",rating-2,rating-3,485654
['Wanderung von der Belalp über die Hängebrücke zur Riederalp'],['medium'],['Hiking'],11.43km,05:00h,604hm,"1,560 - 2,133m",rating-4,rating-4,120651
['Bisse Neuf ou Bénou'],['medium'],['long-distance walking trail'],10.71km,03:15h,232hm,"758 - 1,041m",rating-,rating-3,398486
"[""16. Val-d'Illiez - Champoussin""]",[],['Snowshoe'],5.93km,02:00h,428hm,"949 - 1,360m",rating-,rating-0,946950
"['Uisters Tal (""Outer Valley"")']",['medium'],['Hiking'],4.03km,02:35h,805hm,"1,770 - 2,560m",rating-,rating-4,16437
['Von Geimen übers Nessel zur Belalp'],['difficult'],['Hiking'],11.74km,04:35h,"1,141hm","1,016 - 2,096m",rating-4,rating-6,1002536
['Suonenweg Saas-Almagell - Saas-Grund'],['easy'],['Thematic route'],6.09km,01:30h,187hm,"1,556 - 1,767m",rating-2,rating-2,130942
['Jazzilücke-Trail'],['difficult'],['Trailrunning'],23.65km,05:30h,"1,463hm","1,672 - 3,087m",rating-4,rating-6,761114
['Wanderung über die Goms Bridge ins Musikdorf Ernen bis Fiesch'],['easy'],['Hiking'],4.77km,01:30h,106hm,"1,007 - 1,233m",rating-2,rating-2,394698
['Carl Zuckmayer Weg'],['easy'],['Thematic route'],4.49km,01:30h,220hm,"1,831 - 2,040m",rating-1,rating-2,130883
['SAC Hollandia Hut'],['medium'],['High tour'],14.08km,06:00h,"1,820hm","1,535 - 3,235m",rating-,rating-4,14328
['Grimsel Bike'],['medium'],['Mountainbike'],10.44km,00:47h,44hm,"1,352 - 2,206m",rating-3,rating-1,308358
['Bike-Tour 4-Seen (Nr. 29)'],['easy'],['Mountainbike'],12.08km,01:25h,313hm,"2,129 - 2,571m",rating-2,rating-2,164687
['Von Anzère zum Lac de Tseuzier'],['medium'],['Hiking'],19.69km,05:00h,338hm,"1,542 - 1,806m",rating-3,rating-3,175513
['Trail Running (Simplon Dorf - Gondo - Bognanco)'],['medium'],['Trailrunning'],27.13km,05:45h,"1,296hm","839 - 2,104m",rating-,rating-4,850680
['Rundwanderung von Grimselpass - Sidelhorn via Jostsee'],['medium'],['Hiking'],8.54km,03:22h,643hm,"2,161 - 2,764m",rating-4,rating-4,85385
"[""La Frâche - Lac d'Antème - La Frâche""]",['difficult'],['Hiking'],9.2km,03:53h,839hm,"1,226 - 2,065m",rating-3,rating-5,937236
"['Grosse Drei-Seen-Wanderung: Bettmersee, Blausee, Märjelensee']",['difficult'],['Hiking'],20.58km,06:30h,750hm,"1,924 - 2,489m",rating-2,rating-5,120696
['Stoneman Glaciara'],['difficult'],['Mountainbike'],126.37km,12:00h,"4,600hm","757 - 2,452m",rating-5,rating-6,143527
['ZIN-MTB - MTB - Sorebois'],['medium'],['Mountainbike'],6.53km,01:45h,785hm,"1,652 - 2,438m",rating-4,rating-4,361171
['Hannigalp Wannihorn Trail'],['difficult'],['Snowshoe'],2.34km,01:27h,476hm,"2,118 - 2,620m",rating-5,rating-5,494824
['Trotti-Bike Abfahrt von der Belalp nach Blatten'],[],['Cycling'],7.94km,00:25h,10hm,"1,330 - 2,098m",rating-,rating-0,1022765
['Lauchernalp - Blatten'],['easy'],['Hiking'],5.56km,01:30h,89hm,"1,530 - 1,970m",rating-1,rating-2,14259
['Im Tellin'],['medium'],['High tour'],4.64km,01:50h,515hm,"1,530 - 2,000m",rating-,rating-3,14246
['Rundwanderung über die Aspi-Titter Hängebrücke und Goms Bridge'],['difficult'],['Hiking'],17.85km,05:58h,"1,013hm","1,008 - 1,827m",rating-4,rating-5,200424
['Auf der Alten Bergstrasse von Naters nach Blatten bei Naters'],['medium'],['Hiking'],5.7km,02:18h,657hm,"676 - 1,333m",rating-3,rating-4,172351
['10. Grand-Paradis - La Lui'],[],['Snowshoe'],3.06km,01:00h,121hm,"1,056 - 1,144m",rating-,rating-0,946956
['Spaziergang Grindji'],['easy'],['Hiking'],4.68km,01:30h,200hm,694 - 894m,rating-,rating-2,1023772
['Wallis Velo Tour: St-Luc Anniviers - Veysonnaz (Etappe 6)'],['medium'],['Cycling'],77.22km,05:00h,"1,901hm","893 - 1,642m",rating-3,rating-4,82707
['Randa - Kinhütte'],['medium'],['Hiking'],7.93km,03:30h,"1,401hm","1,407 - 2,587m",rating-4,rating-4,50512
['Panorama-Trail'],['medium'],['Snowshoe'],3.41km,01:30h,142hm,"1,982 - 2,121m",rating-3,rating-2,908541
['SunTour'],['medium'],['Cycling'],23.44km,03:00h,"1,025hm","1,400 - 2,100m",rating-3,rating-3,16368
['Champéry - Seen von Antème'],[],['Hiking'],14.3km,07:00h,"1,034hm","1,026 - 2,075m",rating-3,rating-3,7335
['Tour du Saint-Bernard'],['difficult'],['Hiking'],87.79km,32:00h,"5,844hm","1,255 - 2,914m",rating-5,rating-6,519106
['Rothwald Trail'],['medium'],['Snowshoe'],6.26km,02:59h,470hm,"1,721 - 2,223m",rating-2,rating-3,485654
['Via Francigena: St. Maurice - Martigny'],['medium'],['Pilgrimage'],16.99km,04:29h,189hm,415 - 530m,rating-,rating-3,156801
['Ravensburger Spieleweg: Prinzessinnen-Route'],['easy'],['Thematic route'],4.37km,01:22h,153hm,"1,620 - 1,766m",rating-2,rating-2,82150
['Geologische Wanderung zum Stausee Vieux-Emosson'],['difficult'],['Hiking'],12.29km,05:00h,788hm,"1,932 - 2,497m",rating-4,rating-5,178475
['ViaRhôna : Saint-Gingolph / Thonon / Evian'],['medium'],['Cycling'],29.19km,02:00h,175hm,372 - 426m,rating-3,rating-3,368318
['E-bike : Escape'],['medium'],['Cycling'],25.57km,03:21h,"1,083hm","1,455 - 2,225m",rating-1,rating-3,682757
['Von Anzère zum Lac de Tseuzier'],['medium'],['Hiking'],19.69km,05:00h,338hm,"1,542 - 1,806m",rating-3,rating-3,175513
['Vom Mattmark-Stausee zur goldenen Madonna auf dem Monte Moro Pass'],['medium'],['Hiking'],14.6km,05:00h,642hm,"2,199 - 2,841m",rating-3,rating-3,819423
"['Forêt de Pfyn/Finges - Parcours ""Les collines"" (Zurich VitaParcours)']",['medium'],['Hiking'],4.55km,01:27h,148hm,542 - 599m,rating-3,rating-4,395857
['Über den Galebrunne'],['medium'],['Hiking'],11.02km,04:30h,955hm,"1,283 - 2,265m",rating-3,rating-4,85363
['Winterwanderung Rundweg Bettmeralp - Lischa'],['easy'],['Winter hiking'],2.91km,01:00h,118hm,"1,924 - 2,042m",rating-1,rating-1,405271
['Rundwanderung von Mörel-Filet zur Tunetschalp und zurück'],['medium'],['Hiking'],8.17km,03:30h,647hm,"741 - 1,382m",rating-2,rating-3,120684
['Lötschentaler Höhenweg (Fafleralp - Faldumalp)'],['medium'],['Hiking'],16.6km,05:00h,883hm,"1,771 - 2,139m",rating-2,rating-2,8468
['Waldweg Bodmen'],['easy'],['Hiking'],3.14km,00:45h,20hm,"1,671 - 1,803m",rating-1,rating-2,130876
['Sackhorn'],['medium'],['Ski tour'],10.57km,02:00h,505hm,"1,400 - 3,165m",rating-4,rating-2,16043
['Saas-Balen - Heimischgarte'],['easy'],['Hiking'],4.36km,02:30h,621hm,"1,486 - 2,112m",rating-2,rating-2,130905
['ViaStockalper - Stockalperweg (Brig - Domodossola)'],[],['long-distance walking trail'],63.93km,23:00h,"3,245hm","274 - 2,101m",rating-3,rating-3,545817
['Bisse Neuf ou Bénou'],['medium'],['long-distance walking trail'],10.71km,03:15h,232hm,"758 - 1,041m",rating-,rating-3,398486
['Aminona-Aprili Trail'],['medium'],['Snowshoe'],5.64km,02:30h,380hm,"1,514 - 1,883m",rating-2,rating-3,161199
['Bisse de Tsittoret'],['medium'],['Hiking'],10.71km,03:19h,365hm,"1,638 - 2,002m",rating-2,rating-3,220165
"[""Tour du Val d'Anniviers - Road Bike""]",['difficult'],['Cycling'],67.56km,05:37h,"1,803hm","1,119 - 1,978m",rating-2,rating-6,428068
['Lötschentaler Sagenweg'],['easy'],['Hiking'],18.2km,02:30h,703hm,"1,771 - 2,109m",rating-2,rating-2,8474
['Bisse du Tsittoret'],['medium'],['Hiking'],10.01km,03:30h,381hm,"1,502 - 1,883m",rating-2,rating-4,64249
['Sonnenweg'],['medium'],['Hiking'],3.09km,01:05h,1hm,"2,582 - 3,090m",rating-3,rating-3,53512
['Winterwanderweg: Grächen - Bärgji'],['easy'],['Winter hiking'],2.61km,00:43h,50hm,"1,619 - 1,647m",rating-1,rating-2,84817
['Stafel-Panoramarundweg: Hannigalp Bergstation – Härdera – Stafel – Hannigalp Bergstation'],['easy'],['Hiking'],3.74km,00:50h,131hm,"2,080 - 2,210m",rating-2,rating-2,82101
['Moosalp Panoramaweg'],['easy'],['Hiking'],6.76km,02:05h,194hm,"1,936 - 2,121m",rating-2,rating-2,1000713
['SAC Hollandia Hut'],['medium'],['High tour'],14.08km,06:00h,"1,820hm","1,535 - 3,235m",rating-,rating-4,14328
['Winter Wonder Trail (Nr. 146)'],['medium'],['Snowshoe'],6.36km,02:20h,146hm,"2,130 - 2,306m",rating-3,rating-4,944888
['Zermatt - Furi (via Zmutt)'],['medium'],['Winter hiking'],2.73km,01:20h,330hm,"1,614 - 1,931m",rating-3,rating-4,51024
['Rundweg Chastebiel'],['easy'],['Winter hiking'],5.58km,02:00h,221hm,"1,267 - 1,481m",rating-2,rating-2,164058
['E-bike : Découverte culturelle'],['medium'],['Cycling'],27.43km,03:30h,997hm,"534 - 1,500m",rating-3,rating-3,682755
['Sentier de Salanfe'],['difficult'],['Hiking'],13.04km,06:00h,623hm,"1,396 - 1,983m",rating-6,rating-3,178477
['Panoramaweg über den Aletschgletscher'],['medium'],['Hiking'],17.3km,05:00h,608hm,"1,992 - 2,565m",rating-3,rating-3,7750
['Hochebene von Vérossaz'],['easy'],['Hiking'],9.07km,03:03h,465hm,413 - 877m,rating-2,rating-2,586320
['Wallis Velo Tour: Verbier - Champéry (Etappe 8)'],['difficult'],['Cycling'],105.84km,07:30h,"2,708hm","398 - 1,497m",rating-4,rating-6,82704
['Schneeschuhtrail Bord-Trail'],['medium'],['Snowshoe'],1.11km,01:30h,220hm,"2,131 - 2,350m",rating-3,rating-2,170848
['Riffelberg-Trail (F3)'],['easy'],['Mountainbike'],7.2km,00:15h,4hm,"1,841 - 2,582m",rating-2,rating-2,1049481
['Nordic Walking Rundweg Waldpromenade – Bettmeralp'],['easy'],['Nordic Walking'],3.16km,50:00h,95hm,"1,954 - 2,047m",rating-1,rating-1,120765
['Winterwanderung von der Moosfluh via Bergrestaurant Chüestall zur Riederalp'],['easy'],['Winter hiking'],5.99km,02:00h,73hm,"1,880 - 2,333m",rating-2,rating-2,120654
['Les Etangs des Briesses'],['easy'],['Hiking'],3.46km,00:51h,86hm,"1,332 - 1,404m",rating-1,rating-1,190765
['Schneeschuhwanderung von La Forclaz zu den Mayens de Bréona'],['medium'],['Snowshoe'],4.03km,02:00h,363hm,"1,714 - 2,077m",rating-3,rating-4,264887
['Dufourspitze'],['difficult'],['Ski tour'],22.26km,09:00h,"1,749hm","1,615 - 4,634m",rating-5,rating-6,911349
['Von Savoleyres zum Bergsee Lac des Vaux'],['medium'],['Hiking'],14.14km,04:30h,381hm,"1,521 - 2,554m",rating-3,rating-4,167055
['Über fünf Alpen ins Rhonetal'],['difficult'],['Hiking'],19.34km,06:00h,841hm,"643 - 2,314m",rating-4,rating-5,51818
['Champéry - Chemin des Poussettes'],['easy'],['Winter hiking'],4.13km,01:15h,100hm,"1,033 - 1,092m",rating-1,rating-1,1022710
"[""06. Frâchette - Croix de l'Aiguille""]",[],['Snowshoe'],6.56km,03:00h,305hm,"1,511 - 1,820m",rating-,rating-0,946948
['Furggu'],['difficult'],['Cycling'],21.26km,03:00h,"1,217hm","838 - 1,873m",rating-,rating-5,834888
['ZIN-DW - Tignousa - Chandolin'],[],['Hiking'],7.7km,02:40h,404hm,"1,911 - 2,406m",rating-,rating-0,561695
['Alpenpässeweg: Rosswald - Simplonpass'],['difficult'],['Hiking'],19.25km,06:30h,964hm,"1,819 - 2,313m",rating-,rating-5,170836
['Lac des Vaux'],['medium'],['Hiking'],8.76km,03:00h,467hm,"2,173 - 2,639m",rating-4,rating-4,586309
"[""A l'arrière de l'eau de la cascade""]",['medium'],['Hiking'],6.46km,02:39h,608hm,"1,124 - 1,690m",rating-2,rating-3,211532
"[""Val-d'Illiez - Les Bains""]",['easy'],['Winter hiking'],4.51km,01:30h,200hm,791 - 942m,rating-1,rating-2,1022711
['Parcours n°3 - Hôtel Weisshorn'],['medium'],['Mountainbike'],23.9km,03:16h,789hm,"1,654 - 2,364m",rating-,rating-4,374692
['Arigscheis'],['difficult'],['Hiking'],9.38km,04:10h,826hm,"1,426 - 2,247m",rating-3,rating-5,50596
['Wanderung vom Bettmerhorn via Riederfurka zur Riederalp'],['medium'],['Hiking'],7.52km,02:40h,78hm,"1,923 - 2,652m",rating-2,rating-3,120754
['Carl Zuckmayer Winterwanderweg'],['easy'],['Winter hiking'],4.88km,01:30h,220hm,"1,818 - 2,040m",rating-1,rating-2,130903
['Rundwanderung Roc Coupé – Bonavau – Champéry'],['medium'],['Hiking'],12.09km,04:15h,578hm,"1,018 - 1,555m",rating-3,rating-4,182126
['CM 1988 Bike'],['medium'],['Mountainbike'],18.35km,03:40h,"1,140hm","1,513 - 2,215m",rating-2,rating-3,80835
['Weinweg: Sion – Venthône (Etappe 3)'],['medium'],['Hiking'],18.72km,05:38h,492hm,505 - 815m,rating-2,rating-3,203285
['Von Sion an der Bisse de Clavau nach Crans-Montana'],['difficult'],['Hiking'],21.82km,07:00h,"1,050hm","491 - 1,503m",rating-2,rating-6,264400
['Schaliberg'],['medium'],['Hiking'],7.52km,03:45h,630hm,"1,400 - 2,023m",rating-3,rating-3,50601
['Langlaufloipe -Simplon Pass'],[],['Langlaufen'],4.09km,-,66hm,"1,987 - 2,016m",rating-3,rating-3,98075
['17. Morgins - Savolaire'],['medium'],['Snowshoe'],6.48km,03:00h,343hm,"1,310 - 1,648m",rating-2,rating-3,996859
['Bisse Neuf ou Bénou'],['medium'],['long-distance walking trail'],10.71km,03:15h,232hm,"758 - 1,041m",rating-,rating-3,398486
['Tyndall Trail'],['medium'],['Snowshoe'],5.1km,02:33h,614hm,"2,095 - 2,676m",rating-4,rating-4,490537
['Rundtour von Zermatt über Höhbalmen'],['difficult'],['Hiking'],20.36km,07:30h,"1,191hm","1,605 - 2,746m",rating-3,rating-6,147759
['Grimentz - Mottec n°4'],['easy'],['Snowshoe'],5.55km,02:12h,127hm,"1,512 - 1,599m",rating-,rating-1,289404
['Moosalp Panoramaweg'],['easy'],['Hiking'],6.76km,02:05h,194hm,"1,936 - 2,121m",rating-2,rating-2,1000713
['Planige - Col de la Malvoisie - Salquenen'],['easy'],['Cycling'],23km,02:10h,835hm,"533 - 1,358m",rating-2,rating-2,848041
['Chrizbodu - Heimischgarte - Saas-Grund'],['medium'],['Hiking'],9.73km,03:15h,71hm,"1,553 - 2,471m",rating-3,rating-3,595621
['Col de la Gueulaz – Mythische Alpenpässe'],['medium'],['Cycling'],10.9km,01:30h,902hm,"1,064 - 1,966m",rating-3,rating-4,91225
['Wasserleiten-Wanderung: Grächen - Chilcheri - Riedbach'],['easy'],['Hiking'],4.08km,01:10h,268hm,"1,619 - 1,886m",rating-1,rating-2,87243
['Tour du Saint-Bernard'],['difficult'],['Hiking'],87.79km,32:00h,"5,844hm","1,255 - 2,914m",rating-5,rating-6,519106
['Winter Wonder Trail (Nr. 146)'],['medium'],['Snowshoe'],6.36km,02:20h,146hm,"2,130 - 2,306m",rating-3,rating-4,944888
['Täschalp - Tufteren'],['medium'],['Hiking'],6.24km,02:00h,241hm,"2,137 - 2,349m",rating-2,rating-3,50567
['Furggen Erlebnisrundweg: Hannigalp Bergstation – Kapelle – Höhenweg bis Abzweigung Furgge – Stafel – Hannigalp Bergstation'],['medium'],['Hiking'],4.35km,01:15h,230hm,"2,121 - 2,313m",rating-3,rating-3,82099
['Gondo Marathon 2. Etappe'],['difficult'],['Trailrunning'],41.04km,08:00h,"2,200hm","834 - 2,002m",rating-,rating-6,132637
['Goldtoni - Alpenbogen A054 Gsteig-Arveyes'],['easy'],['long-distance walking trail'],27.3km,07:16h,"1,316hm","1,178 - 1,778m",rating-1,rating-2,264781
['Zermatt - Zmutt (via Bielti)'],['medium'],['Winter hiking'],3.67km,01:40h,359hm,"1,614 - 1,945m",rating-2,rating-3,50942
['Lauchernalp - Blatten'],['easy'],['Hiking'],5.56km,01:30h,89hm,"1,530 - 1,970m",rating-1,rating-2,14259
['Auf der Alten Bergstrasse von Naters nach Blatten bei Naters'],['medium'],['Hiking'],5.7km,02:18h,657hm,"676 - 1,333m",rating-3,rating-4,172351
['Pas de Morgins - Mythische Alpenpässe'],['medium'],['Cycling'],19.8km,02:00h,990hm,"427 - 1,378m",rating-3,rating-4,86825
['Champéry - Seen von Antème'],[],['Hiking'],14.3km,07:00h,"1,034hm","1,026 - 2,075m",rating-3,rating-3,7335
['Bike-Tour Blauherd-Täsch (Nr. 4)'],['difficult'],['Mountainbike'],13.9km,01:10h,120hm,"1,450 - 2,571m",rating-4,rating-3,312307
['Gebirgswald Circular Hike'],['medium'],['Pilgrimage'],9.68km,03:05h,675hm,"1,352 - 1,945m",rating-2,rating-4,14412
['Gemsweg'],['medium'],['Hiking'],9.67km,03:30h,588hm,"1,760 - 2,205m",rating-3,rating-4,199911
['Elwertätsch'],['easy'],['Ski tour'],12.01km,03:00h,520hm,"1,400 - 3,180m",rating-2,rating-2,16044
['The Matterhorn Trail'],['easy'],['Hiking'],8.65km,03:00h,1hm,"1,617 - 2,586m",rating-1,rating-0,210504
['Sentier du Balcon du Mont-Blanc'],['medium'],['Hiking'],8.41km,03:10h,741hm,"1,224 - 1,964m",rating-2,rating-3,1000715
['Grimentz - Mottec n°4'],['easy'],['Snowshoe'],5.55km,02:12h,127hm,"1,512 - 1,599m",rating-,rating-1,289404
['Skitour auf das Staldhorn (2463 m.ü.M.)'],['easy'],['Ski tour'],3.55km,02:00h,471hm,"1,985 - 2,456m",rating-,rating-2,452361
['ZIN-MTB - MTB - Sorebois'],['medium'],['Mountainbike'],6.53km,01:45h,785hm,"1,652 - 2,438m",rating-4,rating-4,361171
